Order_ID,Order_Date,Region,Category,Product,Month,Quantity,Unit_Price,Discount_%,Sales,Profit,Customer_Type,Payment_Mode
ORD1270,2026-09-27,West,Accessories,Printer,October,7,22805,0,159635,30174.6,Individual,UPI
ORD1271,2026-09-28,East,Furniture,Pen Set,February,13,15778,10,205114,38739.18,Corporate,Cash
ORD1272,2026-09-29,South,Electronics,Webcam,October,12,22059,15,264708,50206.32,Corporate,Card
ORD1273,2026-09-30,North,Electronics,Pen Set,October,12,11935,0,143220,20965.9,Corporate,Cash
ORD1274,2026-10-01,West,Office Supplies,Smartphone,January,9,2832,0,25488,4266.96,Individual,Cash
ORD1275,2026-10-02,West,Office Supplies,Notebook,April,4,41223,0,164892,29894.42,Small Business,UPI
ORD1276,2026-10-03,North,Electronics,Webcam,April,15,20422,5,306330,70600.15,Small Business,Net Banking
ORD1277,2026-10-04,West,Accessories,Smartphone,September,4,45311,20,181244,11780.53,Individual,UPI
ORD1278,2026-10-05,North,Accessories,Office Chair,August,12,20195,5,242340,41174.86,Corporate,UPI
ORD1279,2026-10-06,North,Office Supplies,Tablet,June,5,19818,0,99090,15617.71,Small Business,Net Banking
ORD1280,2026-10-07,West,Furniture,Pen Set,December,3,10873,10,32619,3363.74,Small Business,Card
ORD1281,2026-10-08,West,Electronics,Keyboard,December,10,32111,15,321110,9351.85,Individual,UPI
ORD1282,2026-10-09,North,Accessories,Tablet,June,5,16367,0,81835,10698.73,Small Business,Net Banking
ORD1283,2026-10-10,West,Accessories,Headphones,October,9,20796,10,187164,9213.05,Individual,Net Banking
ORD1284,2026-10-11,West,Office Supplies,Printer,June,4,38921,5,155684,36881.52,Corporate,Card
ORD1285,2026-10-12,East,Electronics,Webcam,November,7,6349,20,44443,1871.89,Individual,Net Banking
ORD1286,2026-10-13,East,Electronics,Tablet,July,15,10932,20,163980,4425.46,Individual,Card
ORD1287,2026-10-14,East,Electronics,Printer,April,15,24378,0,365670,81330.35,Corporate,Net Banking
ORD1288,2026-10-15,North,Accessories,Tablet,April,6,44981,15,269886,34559.14,Individual,UPI
ORD1289,2026-10-16,South,Furniture,Office Chair,February,12,41984,5,503808,32795.68,Corporate,Net Banking
ORD1290,2026-10-17,South,Office Supplies,Webcam,June,12,41210,20,494520,34151.01,Individual,UPI
ORD1291,2026-10-18,West,Furniture,Notebook,September,9,22822,5,205398,46163.59,Small Business,Net Banking
ORD1292,2026-10-19,West,Electronics,Office Chair,June,15,7962,5,119430,8330.76,Corporate,Net Banking
ORD1293,2026-10-20,East,Electronics,Monitor,August,1,5445,20,5445,663.33,Corporate,Card
ORD1294,2026-10-21,North,Accessories,Headphones,August,5,13570,20,67850,1076.22,Small Business,Card
ORD1295,2026-10-22,East,Furniture,Monitor,December,8,38874,0,310992,42724.78,Small Business,Net Banking
ORD1296,2026-10-23,East,Office Supplies,Monitor,February,5,17798,15,88990,4789.87,Corporate,Cash
ORD1297,2026-10-24,East,Furniture,Pen Set,April,6,333,15,1998,112.51,Individual,Card
ORD1298,2026-10-25,South,Furniture,Keyboard,June,5,47974,10,239870,13814.6,Corporate,Net Banking
ORD1299,2026-10-26,North,Office Supplies,Laptop,January,9,9083,20,81747,2468.39,Individual,Card
ORD1300,2026-10-27,North,Office Supplies,Desk,October,10,11686,5,116860,7652.15,Corporate,Cash
ORD1301,2026-10-28,South,Furniture,Laptop,September,15,31982,5,479730,68276.0,Small Business,Net Banking
ORD1302,2026-10-29,South,Office Supplies,Printer,April,3,12721,0,38163,3271.61,Individual,Card
ORD1303,2026-10-30,South,Furniture,Desk,July,3,44162,5,132486,31547.47,Individual,UPI
ORD1304,2026-10-31,North,Electronics,Keyboard,June,4,48013,5,192052,32113.05,Small Business,Net Banking
ORD1305,2026-11-01,West,Furniture,Desk,December,3,4125,5,12375,1322.22,Corporate,Cash
ORD1306,2026-11-02,West,Office Supplies,Monitor,December,14,32270,20,451780,39992.82,Individual,UPI
ORD1307,2026-11-03,North,Office Supplies,Laptop,February,10,30213,20,302130,8322.45,Small Business,UPI
ORD1308,2026-11-04,South,Office Supplies,Smartphone,July,4,24630,20,98520,11973.09,Individual,UPI
ORD1309,2026-11-05,West,Office Supplies,Webcam,August,9,49152,0,442368,61007.38,Corporate,UPI
ORD1310,2026-11-06,North,Electronics,Office Chair,August,5,42811,5,214055,43261.77,Individual,Card
ORD1311,2026-11-07,West,Furniture,Webcam,August,8,26242,0,209936,29029.68,Corporate,UPI
ORD1312,2026-11-08,South,Furniture,Webcam,June,10,24618,5,246180,64598.74,Corporate,Net Banking
ORD1313,2026-11-09,West,Furniture,Office Chair,October,14,18234,5,255276,65989.7,Small Business,Cash
ORD1314,2026-11-10,South,Accessories,Monitor,March,11,9781,15,107591,19487.72,Individual,Cash
ORD1315,2026-11-11,South,Furniture,Tablet,September,12,16997,15,203964,29851.86,Corporate,Card
ORD1316,2026-11-12,East,Accessories,Headphones,March,15,1437,15,21555,1288.91,Individual,Cash
ORD1317,2026-11-13,East,Furniture,Office Chair,December,7,9644,0,67508,5151.22,Corporate,Card
ORD1318,2026-11-14,East,Electronics,Monitor,July,12,40203,0,482436,66329.36,Corporate,UPI
ORD1319,2026-11-15,West,Electronics,Tablet,January,14,6625,5,92750,8918.89,Small Business,Cash
ORD1320,2026-11-16,South,Accessories,Printer,August,6,18773,0,112638,27771.84,Individual,Cash
ORD1321,2026-11-17,East,Furniture,Monitor,April,7,11933,15,83531,12877.54,Individual,UPI
ORD1322,2026-11-18,East,Office Supplies,Keyboard,May,11,27865,15,306515,60065.86,Corporate,Cash
ORD1323,2026-11-19,South,Electronics,Printer,August,8,37974,0,303792,26903.41,Small Business,Net Banking
ORD1324,2026-11-20,West,Electronics,Webcam,May,2,2449,5,4898,450.39,Small Business,Card
ORD1325,2026-11-21,West,Furniture,Tablet,December,8,46140,5,369120,37606.59,Individual,Card
ORD1326,2026-11-22,West,Furniture,Printer,July,4,22569,5,90276,23030.89,Corporate,Cash
ORD1327,2026-11-23,South,Electronics,Tablet,May,15,47061,5,705915,176688.87,Small Business,Cash
ORD1328,2026-11-24,South,Furniture,Monitor,March,15,23168,10,347520,60383.91,Corporate,Card
ORD1329,2026-11-25,South,Office Supplies,Desk,September,3,19475,10,58425,7129.79,Corporate,Net Banking
ORD1330,2026-11-26,West,Furniture,Keyboard,December,11,29637,15,326007,25826.69,Individual,Card
ORD1331,2026-11-27,South,Furniture,Notebook,May,4,28496,5,113984,12068.61,Corporate,Card
ORD1332,2026-11-28,East,Electronics,Printer,October,14,21362,10,299068,24151.4,Corporate,Net Banking
ORD1333,2026-11-29,East,Electronics,Office Chair,April,12,20918,5,251016,24565.96,Small Business,Net Banking
ORD1334,2026-11-30,East,Electronics,Tablet,February,3,12851,5,38553,3694.21,Corporate,Net Banking
ORD1335,2026-12-01,South,Electronics,Desk,July,13,10229,20,132977,17921.09,Small Business,Cash
ORD1336,2026-12-02,North,Electronics,Headphones,July,14,12577,20,176078,15083.56,Corporate,UPI
ORD1337,2026-12-03,East,Accessories,Notebook,June,9,43138,10,388242,47022.77,Small Business,UPI
ORD1338,2026-12-04,North,Furniture,Notebook,August,10,22002,15,220020,7219.92,Small Business,Net Banking
ORD1339,2026-12-05,South,Accessories,Tablet,August,2,30862,15,61724,6891.96,Corporate,Net Banking
ORD1340,2026-12-06,North,Electronics,Pen Set,October,11,35165,0,386815,91677.37,Corporate,Net Banking
ORD1341,2026-12-07,South,Electronics,Headphones,November,9,23785,0,214065,15633.41,Corporate,Card
ORD1342,2026-12-08,West,Accessories,Printer,October,4,28096,20,112384,11484.94,Individual,Card
ORD1343,2026-12-09,South,Furniture,Office Chair,December,1,25904,5,25904,3437.26,Corporate,UPI
ORD1344,2026-12-10,North,Office Supplies,Smartphone,August,9,15589,20,140301,29916.77,Individual,Net Banking
ORD1345,2026-12-11,South,Electronics,Laptop,May,4,18711,5,74844,10235.2,Corporate,UPI
ORD1346,2026-12-12,North,Furniture,Printer,August,13,411,5,5343,1310.36,Small Business,Card
ORD1347,2026-12-13,East,Accessories,Pen Set,November,11,37451,5,411961,97752.0,Small Business,UPI
ORD1348,2026-12-14,West,Furniture,Keyboard,November,13,13253,10,172289,37311.87,Small Business,Cash
ORD1349,2026-12-15,South,Office Supplies,Smartphone,April,14,6780,10,94920,19549.97,Small Business,Cash
ORD1350,2026-12-16,East,Furniture,Laptop,February,9,43844,20,394596,14237.55,Small Business,Net Banking
ORD1351,2026-12-17,East,Furniture,Pen Set,July,10,12685,0,126850,26654.31,Small Business,UPI
ORD1352,2026-12-18,South,Electronics,Desk,October,7,12171,15,85197,18019.42,Corporate,Net Banking
ORD1353,2026-12-19,West,Office Supplies,Notebook,December,8,10858,15,86864,5611.12,Individual,Card
ORD1354,2026-12-20,East,Accessories,Monitor,March,7,12092,10,84644,20969.96,Corporate,Card
ORD1355,2026-12-21,South,Accessories,Tablet,September,11,495,5,5445,1086.02,Small Business,Cash
ORD1356,2026-12-22,North,Accessories,Tablet,November,13,39370,15,511810,77212.39,Individual,Card
ORD1357,2026-12-23,South,Accessories,Smartphone,May,11,39929,10,439219,24478.63,Corporate,Cash
ORD1358,2026-12-24,South,Office Supplies,Webcam,July,15,33497,10,502455,63786.95,Corporate,Card
ORD1359,2026-12-25,South,Office Supplies,Pen Set,May,11,6320,15,69520,12065.99,Corporate,Net Banking
ORD1360,2026-12-26,North,Office Supplies,Monitor,April,13,7554,10,98202,10316.87,Individual,Net Banking
ORD1361,2026-12-27,West,Accessories,Pen Set,September,12,12952,0,155424,33012.51,Individual,Net Banking
ORD1362,2026-12-28,East,Furniture,Notebook,December,7,9853,5,68971,7539.87,Individual,Cash
ORD1363,2026-12-29,West,Office Supplies,Tablet,January,12,31992,15,383904,57423.76,Corporate,Card
ORD1364,2026-12-30,North,Electronics,Keyboard,December,4,4627,5,18508,3375.06,Small Business,Card
ORD1365,2026-12-31,East,Furniture,Tablet,August,15,39482,10,592230,54675.28,Corporate,Net Banking
ORD1366,2027-01-01,North,Furniture,Desk,November,1,2365,20,2365,326.48,Individual,Card
ORD1367,2027-01-02,East,Accessories,Laptop,December,15,45635,20,684525,115045.4,Small Business,Cash
ORD1368,2027-01-03,North,Office Supplies,Pen Set,November,15,14057,20,210855,39234.94,Individual,Net Banking
ORD1369,2027-01-04,West,Furniture,Headphones,January,7,35815,15,250705,40537.51,Small Business,Card
ORD1370,2027-01-05,West,Accessories,Desk,May,12,47403,20,568836,55332.32,Small Business,Cash
ORD1371,2027-01-06,North,Office Supplies,Monitor,July,12,25837,5,310044,15204.56,Small Business,Net Banking
ORD1372,2027-01-07,North,Electronics,Notebook,August,2,9519,20,19038,360.45,Individual,UPI
ORD1373,2027-01-08,North,Office Supplies,Printer,September,4,19241,15,76964,15107.3,Individual,UPI
ORD1374,2027-01-09,East,Electronics,Tablet,September,6,2738,5,16428,2707.58,Small Business,Cash
ORD1375,2027-01-10,East,Accessories,Webcam,October,5,13964,15,69820,15244.9,Individual,Cash
ORD1376,2027-01-11,East,Furniture,Pen Set,November,6,41831,10,250986,49646.81,Corporate,Cash
ORD1377,2027-01-12,North,Electronics,Webcam,September,5,28427,0,142135,36868.36,Individual,Card
ORD1378,2027-01-13,West,Office Supplies,Monitor,January,2,37687,15,75374,15126.2,Corporate,UPI
ORD1379,2027-01-14,North,Office Supplies,Keyboard,December,13,47214,20,613782,115793.46,Corporate,Card
ORD1380,2027-01-15,West,Accessories,Desk,October,10,9852,20,98520,12634.3,Individual,Cash
ORD1381,2027-01-16,South,Office Supplies,Webcam,April,15,17616,10,264240,14509.5,Corporate,Net Banking
ORD1382,2027-01-17,East,Office Supplies,Notebook,May,8,3308,10,26464,5987.71,Small Business,UPI
ORD1383,2027-01-18,South,Electronics,Office Chair,October,5,11505,15,57525,2759.76,Individual,Card
ORD1384,2027-01-19,East,Electronics,Notebook,August,7,37142,5,259994,13519.73,Small Business,UPI
ORD1385,2027-01-20,North,Electronics,Monitor,September,4,14635,20,58540,11715.23,Individual,Cash
ORD1386,2027-01-21,East,Accessories,Printer,November,13,29734,20,386542,83210.91,Small Business,Cash
ORD1387,2027-01-22,East,Office Supplies,Laptop,January,1,37085,0,37085,4103.37,Individual,Cash
ORD1388,2027-01-23,South,Electronics,Monitor,September,10,49868,15,498680,37344.24,Individual,UPI
ORD1389,2027-01-24,South,Furniture,Desk,July,6,38059,5,228354,28565.09,Small Business,Card
ORD1390,2027-01-25,West,Furniture,Monitor,December,11,20016,5,220176,28947.14,Individual,UPI
ORD1391,2027-01-26,East,Office Supplies,Laptop,June,6,32987,20,197922,34237.95,Individual,Card
ORD1392,2027-01-27,North,Electronics,Headphones,October,8,39439,20,315512,15608.12,Individual,Net Banking
ORD1393,2027-01-28,South,Office Supplies,Keyboard,June,15,28630,20,429450,9478.18,Corporate,Card
ORD1394,2027-01-29,South,Office Supplies,Desk,August,8,20078,5,160624,32783.74,Small Business,Net Banking
ORD1395,2027-01-30,East,Accessories,Monitor,February,1,21473,10,21473,806.63,Small Business,UPI
ORD1396,2027-01-31,East,Electronics,Notebook,August,14,44364,15,621096,141681.83,Small Business,Cash
ORD1397,2027-02-01,South,Electronics,Webcam,June,8,39339,20,314712,59067.27,Small Business,Cash
ORD1398,2027-02-02,South,Office Supplies,Tablet,July,13,49078,0,638014,129524.88,Small Business,Card
ORD1399,2027-02-03,South,Accessories,Headphones,July,11,17759,0,195349,45318.53,Corporate,Card
ORD1400,2027-02-04,East,Office Supplies,Notebook,February,4,15936,5,63744,14215.49,Corporate,Card
ORD1401,2027-02-05,North,Accessories,Tablet,July,1,15619,15,15619,3037.2,Corporate,Cash
ORD1402,2027-02-06,East,Furniture,Webcam,September,5,8517,20,42585,7421.84,Corporate,Card
ORD1403,2027-02-07,North,Furniture,Office Chair,February,15,31657,10,474855,20254.64,Small Business,Card
ORD1404,2027-02-08,West,Electronics,Pen Set,June,8,27953,10,223624,47300.47,Small Business,UPI
ORD1405,2027-02-09,South,Electronics,Pen Set,May,9,46440,15,417960,101289.32,Small Business,UPI
ORD1406,2027-02-10,East,Accessories,Keyboard,November,8,13489,15,107912,17074.46,Small Business,Net Banking
ORD1407,2027-02-11,South,Office Supplies,Headphones,January,3,35071,20,105213,11051.37,Individual,UPI
ORD1408,2027-02-12,North,Furniture,Office Chair,September,1,39293,20,39293,6492.84,Corporate,UPI
ORD1409,2027-02-13,East,Electronics,Notebook,April,3,26834,15,80502,15960.9,Individual,Net Banking
ORD1410,2027-02-14,East,Electronics,Tablet,January,15,47494,0,712410,75086.04,Corporate,Net Banking
ORD1411,2027-02-15,South,Office Supplies,Pen Set,March,1,46413,15,46413,10522.28,Individual,Cash
ORD1412,2027-02-16,West,Electronics,Webcam,January,15,19770,0,296550,73180.27,Corporate,Cash
ORD1413,2027-02-17,East,Electronics,Notebook,November,1,30316,20,30316,2636.1,Individual,Card
ORD1414,2027-02-18,East,Accessories,Printer,August,3,37416,20,112248,20432.94,Corporate,Cash
ORD1415,2027-02-19,West,Furniture,Desk,August,8,8671,5,69368,7340.47,Individual,UPI
ORD1416,2027-02-20,East,Electronics,Desk,November,2,49502,0,99004,9595.03,Small Business,Net Banking
ORD1417,2027-02-21,South,Furniture,Smartphone,August,6,24082,10,144492,22851.75,Small Business,UPI
ORD1418,2027-02-22,West,Office Supplies,Smartphone,October,4,11261,20,45044,4025.38,Individual,Cash
ORD1419,2027-02-23,North,Accessories,Tablet,April,10,44546,15,445460,88913.62,Small Business,Card
ORD1420,2027-02-24,East,Electronics,Laptop,October,13,4674,5,60762,4062.71,Small Business,UPI
ORD1421,2027-02-25,West,Furniture,Monitor,July,3,32459,0,97377,14650.8,Corporate,Net Banking
ORD1422,2027-02-26,East,Electronics,Headphones,July,15,38110,5,571650,81617.82,Individual,Net Banking
ORD1423,2027-02-27,South,Office Supplies,Keyboard,April,14,9024,10,126336,12281.41,Small Business,Card
ORD1424,2027-02-28,East,Electronics,Office Chair,December,2,28524,20,57048,12152.53,Individual,Cash
ORD1425,2027-03-01,South,Office Supplies,Tablet,April,3,8439,5,25317,6679.54,Small Business,Cash
ORD1426,2027-03-02,East,Furniture,Smartphone,February,14,49088,20,687232,46671.03,Individual,Card
ORD1427,2027-03-03,South,Office Supplies,Monitor,October,15,28985,15,434775,35866.99,Small Business,Card
ORD1428,2027-03-04,North,Accessories,Tablet,February,10,46159,5,461590,72719.85,Individual,UPI
ORD1429,2027-03-05,West,Electronics,Webcam,August,4,7010,5,28040,4405.73,Small Business,Net Banking
ORD1430,2027-03-06,South,Accessories,Smartphone,July,11,39447,5,433917,107868.78,Corporate,Net Banking
ORD1431,2027-03-07,East,Accessories,Smartphone,September,1,30188,20,30188,5863.2,Individual,UPI
ORD1432,2027-03-08,South,Electronics,Webcam,May,7,18267,20,127869,5271.87,Corporate,Net Banking
ORD1433,2027-03-09,West,Office Supplies,Webcam,December,15,4010,15,60150,13249.7,Individual,Card
ORD1434,2027-03-10,North,Electronics,Notebook,June,8,40656,20,325248,9616.53,Individual,UPI
ORD1435,2027-03-11,North,Office Supplies,Keyboard,January,13,47067,5,611871,128649.0,Individual,Cash
ORD1436,2027-03-12,West,Electronics,Laptop,January,8,29391,5,235128,49130.36,Corporate,Card
ORD1437,2027-03-13,West,Accessories,Laptop,January,6,14106,15,84636,6064.85,Individual,UPI
ORD1438,2027-03-14,South,Electronics,Webcam,March,13,11709,0,152217,17700.75,Individual,UPI
ORD1439,2027-03-15,North,Office Supplies,Monitor,February,1,9465,20,9465,703.72,Corporate,Net Banking
ORD1440,2027-03-16,North,Office Supplies,Pen Set,September,4,20401,20,81604,13207.82,Individual,Cash
ORD1441,2027-03-17,East,Accessories,Keyboard,January,6,47771,20,286626,64736.68,Individual,Card
ORD1442,2027-03-18,West,Office Supplies,Webcam,December,10,8356,15,83560,12657.15,Individual,Net Banking
ORD1443,2027-03-19,South,Furniture,Notebook,April,13,44982,10,584766,70835.98,Individual,UPI
ORD1444,2027-03-20,East,Furniture,Tablet,April,4,31616,0,126464,31200.47,Corporate,Card
ORD1445,2027-03-21,South,Furniture,Keyboard,March,12,19749,5,236988,26940.04,Individual,Cash
ORD1446,2027-03-22,North,Office Supplies,Smartphone,January,15,14941,0,224115,23763.32,Corporate,Cash
ORD1447,2027-03-23,South,Accessories,Headphones,August,5,35653,15,178265,26577.71,Individual,Net Banking
ORD1448,2027-03-24,East,Furniture,Monitor,December,5,21215,5,106075,25987.26,Small Business,Card
ORD1449,2027-03-25,South,Furniture,Smartphone,December,5,11633,5,58165,12911.13,Individual,UPI
ORD1450,2027-03-26,South,Office Supplies,Monitor,September,12,13764,0,165168,25902.04,Corporate,Card
ORD1451,2027-03-27,East,Furniture,Monitor,May,4,36508,5,146032,35151.63,Corporate,Net Banking
ORD1452,2027-03-28,West,Furniture,Smartphone,December,5,36684,20,183420,6212.22,Small Business,Cash
ORD1453,2027-03-29,West,Accessories,Webcam,May,9,29999,0,269991,72422.66,Small Business,Card
ORD1454,2027-03-30,North,Accessories,Printer,September,2,23010,5,46020,2558.35,Individual,Net Banking
ORD1455,2027-03-31,North,Office Supplies,Laptop,May,1,8726,0,8726,1687.26,Corporate,Card
ORD1456,2027-04-01,West,Accessories,Tablet,August,5,31785,5,158925,13179.13,Small Business,UPI
ORD1457,2027-04-02,West,Furniture,Notebook,May,1,8880,20,8880,1921.65,Individual,Cash
ORD1458,2027-04-03,North,Electronics,Printer,January,11,41679,20,458469,80657.27,Small Business,Net Banking
ORD1459,2027-04-04,North,Electronics,Webcam,April,7,33890,5,237230,59698.08,Small Business,UPI
ORD1460,2027-04-05,East,Furniture,Keyboard,December,11,28265,20,310915,60999.79,Small Business,Net Banking
ORD1461,2027-04-06,West,Accessories,Office Chair,December,1,12018,5,12018,1631.52,Small Business,Cash
ORD1462,2027-04-07,North,Office Supplies,Printer,July,7,18103,10,126721,20667.96,Small Business,Cash
ORD1463,2027-04-08,South,Office Supplies,Desk,December,10,31835,0,318350,52621.41,Corporate,Cash
ORD1464,2027-04-09,East,Accessories,Keyboard,October,9,20956,5,188604,18127.59,Corporate,Cash
ORD1465,2027-04-10,South,Accessories,Keyboard,April,13,26778,15,348114,47693.55,Corporate,Cash
ORD1466,2027-04-11,East,Electronics,Headphones,April,14,824,20,11536,1880.35,Corporate,Cash
ORD1467,2027-04-12,North,Accessories,Desk,May,12,37753,5,453036,37642.09,Corporate,Net Banking
ORD1468,2027-04-13,South,Electronics,Notebook,March,3,33303,10,99909,7900.98,Individual,UPI
ORD1469,2027-04-14,North,Office Supplies,Pen Set,July,7,21261,15,148827,32591.06,Corporate,Net Banking
ORD1470,2027-04-15,North,Furniture,Office Chair,February,12,29476,10,353712,78073.04,Individual,UPI
ORD1471,2027-04-16,East,Furniture,Keyboard,March,4,30406,15,121624,12619.2,Small Business,UPI
ORD1472,2027-04-17,West,Electronics,Monitor,March,2,34198,0,68396,5652.38,Individual,Card
ORD1473,2027-04-18,North,Office Supplies,Laptop,May,5,33989,0,169945,21221.53,Corporate,Cash
ORD1474,2027-04-19,West,Accessories,Office Chair,November,3,28160,5,84480,8807.09,Corporate,Cash
ORD1475,2027-04-20,North,Electronics,Webcam,September,12,40551,10,486612,81752.39,Individual,UPI
ORD1476,2027-04-21,West,Electronics,Keyboard,June,7,26632,0,186424,29922.59,Individual,Card
ORD1477,2027-04-22,North,Furniture,Office Chair,April,13,18550,20,241150,4299.68,Small Business,UPI
ORD1478,2027-04-23,North,Accessories,Headphones,August,2,44565,0,89130,17654.91,Corporate,Card
ORD1479,2027-04-24,West,Office Supplies,Pen Set,April,5,24648,5,123240,17939.42,Individual,Net Banking
ORD1480,2027-04-25,East,Office Supplies,Tablet,March,4,25128,0,100512,9829.61,Individual,Net Banking
ORD1481,2027-04-26,North,Accessories,Tablet,November,4,19404,10,77616,11158.23,Small Business,Cash
ORD1482,2027-04-27,East,Furniture,Office Chair,October,7,16831,20,117817,3701.21,Individual,Card
ORD1483,2027-04-28,North,Accessories,Keyboard,March,12,34028,10,408336,34924.0,Small Business,UPI
ORD1484,2027-04-29,North,Office Supplies,Keyboard,May,8,43778,0,350224,80101.59,Individual,Net Banking
ORD1485,2027-04-30,West,Office Supplies,Desk,June,13,49787,5,647231,59223.33,Small Business,Net Banking
ORD1486,2027-05-01,South,Office Supplies,Keyboard,April,1,15810,20,15810,3179.58,Small Business,Card
ORD1487,2027-05-02,North,Electronics,Keyboard,July,1,4039,20,4039,181.95,Individual,UPI
ORD1488,2027-05-03,North,Office Supplies,Webcam,June,5,8836,0,44180,7189.51,Small Business,Net Banking
ORD1489,2027-05-04,West,Electronics,Pen Set,May,10,1353,0,13530,3647.53,Individual,Cash
ORD1490,2027-05-05,South,Accessories,Desk,June,9,19038,0,171342,15662.29,Corporate,Card
ORD1491,2027-05-06,North,Office Supplies,Notebook,December,4,43503,0,174012,46622.51,Individual,Cash
ORD1492,2027-05-07,South,Office Supplies,Notebook,April,10,1972,15,19720,3203.42,Corporate,Card
ORD1493,2027-05-08,West,Accessories,Printer,June,2,7025,15,14050,1952.77,Corporate,Card
ORD1494,2027-05-09,West,Office Supplies,Laptop,May,1,9738,20,9738,337.67,Individual,Card
ORD1495,2027-05-10,West,Electronics,Laptop,January,10,27211,15,272110,53611.42,Small Business,Card
ORD1496,2027-05-11,West,Furniture,Notebook,October,10,9246,5,92460,23653.18,Individual,Net Banking
ORD1497,2027-05-12,South,Electronics,Smartphone,April,4,34109,5,136436,24811.74,Small Business,Card
ORD1498,2027-05-13,East,Furniture,Smartphone,August,1,2327,5,2327,439.08,Corporate,Net Banking
ORD1499,2027-05-14,South,Electronics,Desk,April,4,42387,10,169548,6249.86,Small Business,Card
ORD1500,2027-05-15,East,Furniture,Notebook,April,2,36862,0,73724,16654.31,Small Business,UPI
